"Site Location","Zone","PC No.","Disposition","Computer Asset Tag","First/Last Name","UserName","Model","Peripherals","OS","OS Version","On Domain","Computer IP Addresses","Computer MAC Address","USB","Mapped Printer(s)","Printer Model Number","Printer Color Disposition","Share Drives","Specialty Apps","Notes","Legal Hold","ICE PC"
"Tuttlingen","Zone 1"," ","Convey","JBLCND7381PJZ"," ","jabil\100043751","HP ZBook 15 G3"," ","Windows 10 Enterprise","10.0.18363","False","10.2.192.74,fe80::d1ab:d8ff:8374:edf9","48:BA:4E:AF:87:03"," ","OneNote, Foxit PhantomPDF Printer, Send To OneNote 2016, Microsoft XPS Document Writer, Microsoft Print to PDF, Fax"," ","None","Z:,\\alfrdcnasfile04.corp.jabil.org\ConfigMgr"," "," ","Yes","No"
